0: g0-s7, g1-s0, y0-s6, y1-s5, b0-s0, b1-s5, 
1: g0-s7->s2, g1-s0, g2-s7, g3-s0, y0-s6, y1-s5, y2-s6, y3-s5, b0-s0, b1-s5, b2-s0, b3-s5, 
2: g0-s7->s2, g1-s0, g2-s7, g3-s0, g4-s7, g5-s0, y0-s6->s4, y1-s5, y2-s6, y3-s5, y4-s6, y5-s5, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, 
3: g0-s7->s2, g1-s0, g2-s7, g3-s0, g4-s7, g5-s0, g6-s7, g7-s0, y0-s6->s4, y1-s5, y2-s6, y3-s5, y4-s6, y5-s5, y6-s6, y7-s5, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, 
4: g0-s7->s2, g1-s0, g2-s7, g3-s0, g4-s7, g5-s0, g6-s7, g7-s0, g8-s7, g9-s0, y0-s6->s4, y1-s5, y2-s6, y3-s5, y4-s6, y5-s5, y6-s6, y7-s5, y8-s6, y9-s5, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
231: g0-s0, g1-s2, g2-s0, g3-s2->s7, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s6, y2-s5, y3-s4->s6, y4-s2->s1, y5-s1->s2, y6-s2, y7-s1, y8-s6->s4, y9-s5, b0-s1->s3, b1-s1, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
232: g0-s0, g1-s2->s1, g2-s0, g3-s2->s7, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s6, y2-s5, y3-s4->s6, y4-s1, y5-s1->s2, y6-s2, y7-s1, y8-s4, y9-s5, b0-s3, b1-s1->s0, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s3->s5, 
233: g0-s0, g1-s2->s1, g2-s0, g3-s2->s7, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s6, y2-s5, y3-s4->s6, y4-s1, y5-s1->s2, y6-s2, y7-s1, y8-s4, y9-s5, b0-s3, b1-s1->s0, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
234: g0-s0, g1-s2->s1, g2-s0, g3-s7, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s6, y2-s5, y3-s4->s6, y4-s1, y5-s1->s2, y6-s2, y7-s1, y8-s4, y9-s5, b0-s3->s5, b1-s1->s0, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
235: g0-s0, g1-s2->s1, g2-s0, g3-s7, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s6, y2-s5, y3-s4->s6, y4-s1, y5-s2, y6-s2, y7-s1->s2, y8-s4, y9-s5, b0-s3->s5, b1-s0, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
236: g0-s0, g1-s2->s1, g2-s0, g3-s7->s2, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s6, y2-s5, y3-s4->s6, y4-s1, y5-s2, y6-s2, y7-s1->s2, y8-s4, y9-s5, b0-s3->s5, b1-s0, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
237: g0-s0, g1-s2->s1, g2-s0, g3-s7->s2, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s6->s4, y2-s5, y3-s4->s6, y4-s1->s5, y5-s2->s4, y6-s2, y7-s1->s2, y8-s4, y9-s5, b0-s3->s5, b1-s0, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
238: g0-s0, g1-s2->s1, g2-s0, g3-s7->s2, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s6->s4, y2-s5, y3-s4->s6, y4-s1->s5, y5-s2->s4, y6-s2, y7-s1->s2, y8-s4->s2, y9-s5, b0-s3->s5, b1-s0, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
239: g0-s0, g1-s2->s1, g2-s0, g3-s7->s2, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s2->s4, y6-s2, y7-s1->s2, y8-s4->s2, y9-s5, b0-s3->s5, b1-s0, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
240: g0-s0, g1-s1, g2-s0, g3-s7->s2, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s2->s4, y6-s2->s1, y7-s1->s2, y8-s4->s2, y9-s5, b0-s3->s5, b1-s0, b2-s0, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
241: g0-s0, g1-s1, g2-s0, g3-s2, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s4, y6-s2->s1, y7-s1->s2, y8-s4->s2, y9-s5, b0-s3->s5, b1-s0, b2-s0, b3-s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
242: g0-s0, g1-s1, g2-s0, g3-s2, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s4, y6-s2->s1, y7-s1->s2, y8-s2, y9-s5, b0-s3->s5, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
243: g0-s0, g1-s1->s0, g2-s0, g3-s2, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s4, y6-s2->s1, y7-s2, y8-s2, y9-s5, b0-s5, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
244: g0-s0, g1-s1->s0, g2-s0, g3-s2, g4-s0, g5-s0, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s4->s6, y6-s2->s1, y7-s2, y8-s2, y9-s5, b0-s5, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
245: g0-s0, g1-s1->s0, g2-s0, g3-s2, g4-s0, g5-s0->s1, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s4->s6, y6-s2->s1, y7-s2->s4, y8-s2, y9-s5, b0-s5, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
246: g0-s0, g1-s0, g2-s0, g3-s2, g4-s0, g5-s0->s1, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s4->s6, y6-s2->s1, y7-s2->s4, y8-s2, y9-s5, b0-s5, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
247: g0-s0, g1-s0, g2-s0, g3-s2, g4-s0, g5-s0->s1, g6-s0, g7-s0, g8-s0, g9-s0, y0-s5, y1-s4, y2-s5, y3-s6->s4, y4-s5, y5-s4->s6, y6-s2->s1, y7-s2->s4, y8-s2, y9-s5, b0-s5, b1-s0, b2-s0, b3-s3->s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
248: g0-s0, g1-s0, g2-s0, g3-s2->s1, g4-s0, g5-s1, g6-s0, g7-s0->s1, g8-s0, g9-s0, y0-s5, y1-s4, y2-s5, y3-s6->s4, y4-s5, y5-s4->s6, y6-s1, y7-s2->s4, y8-s2, y9-s5, b0-s5, b1-s0, b2-s0, b3-s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
249: g0-s0, g1-s0, g2-s0, g3-s2->s1, g4-s0, g5-s1->s2, g6-s0, g7-s0->s1, g8-s0, g9-s0, y0-s5, y1-s4, y2-s5, y3-s6->s4, y4-s5, y5-s4->s6, y6-s1, y7-s4, y8-s2, y9-s5, b0-s5, b1-s0, b2-s0, b3-s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
250: g0-s0, g1-s0, g2-s0, g3-s2->s1, g4-s0, g5-s1->s2, g6-s0, g7-s0->s1, g8-s0, g9-s0, y0-s5, y1-s4, y2-s5, y3-s6->s4, y4-s5, y5-s4->s6, y6-s1, y7-s4, y8-s2, y9-s5->s1, b0-s5, b1-s0, b2-s0, b3-s1, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
251: g0-s0, g1-s0, g2-s0, g3-s2->s1, g4-s0, g5-s1->s2, g6-s0, g7-s1, g8-s0, g9-s0, y0-s5, y1-s4, y2-s5, y3-s6->s4, y4-s5, y5-s4->s6, y6-s1, y7-s4, y8-s2, y9-s5->s1, b0-s5, b1-s0, b2-s0, b3-s1->s0, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
252: g0-s0, g1-s0, g2-s0, g3-s2->s1, g4-s0, g5-s1->s2, g6-s0, g7-s1, g8-s0, g9-s0, y0-s5, y1-s4, y2-s5, y3-s6->s4, y4-s5, y5-s4->s6, y6-s1, y7-s4, y8-s2, y9-s1, b0-s5, b1-s0, b2-s0, b3-s1->s0, b4-s0, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
253: g0-s0, g1-s0, g2-s0, g3-s2->s1, g4-s0, g5-s1->s2, g6-s0, g7-s1, g8-s0, g9-s0, y0-s5, y1-s4, y2-s5, y3-s6->s4, y4-s5, y5-s4->s6, y6-s1, y7-s4, y8-s2, y9-s1, b0-s5, b1-s0, b2-s0, b3-s1->s0, b4-s0, b5-s3, b6-s0, b7-s5, b8-s0, b9-s5, 
254: g0-s0, g1-s0, g2-s0, g3-s2->s1, g4-s0, g5-s1->s2, g6-s0, g7-s1, g8-s0, g9-s0, y0-s5, y1-s4->s2, y2-s5, y3-s6->s4, y4-s5, y5-s6, y6-s1, y7-s4, y8-s2, y9-s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5, b8-s0, b9-s5, 
255: g0-s0, g1-s0, g2-s0, g3-s2->s1, g4-s0, g5-s1->s2, g6-s0, g7-s1, g8-s0, g9-s0, y0-s5, y1-s4->s2, y2-s5, y3-s6->s4, y4-s5, y5-s6, y6-s1, y7-s4, y8-s2, y9-s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5, b8-s0, b9-s5, 
256: g0-s0, g1-s0, g2-s0, g3-s1, g4-s0, g5-s1->s2, g6-s0, g7-s1, g8-s0, g9-s0, y0-s5, y1-s4->s2, y2-s5, y3-s6->s4, y4-s5, y5-s6, y6-s1->s5, y7-s4, y8-s2->s1, y9-s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5, b8-s0, b9-s5, 
257: g0-s0, g1-s0, g2-s0, g3-s1, g4-s0, g5-s2, g6-s0, g7-s1, g8-s0, g9-s0, y0-s5, y1-s4->s2, y2-s5, y3-s4, y4-s5, y5-s6, y6-s1->s5, y7-s4->s6, y8-s2->s1, y9-s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5, b8-s0, b9-s5, 
258: g0-s0, g1-s0, g2-s0, g3-s1, g4-s0, g5-s2, g6-s0, g7-s1, g8-s0, g9-s0, y0-s5, y1-s2, y2-s5, y3-s4, y4-s5, y5-s6, y6-s5, y7-s4->s6, y8-s2->s1, y9-s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5, b8-s0, b9-s5, 
259: g0-s0, g1-s0, g2-s0, g3-s1, g4-s0, g5-s2->s7, g6-s0, g7-s1, g8-s0, g9-s0, y0-s5, y1-s2, y2-s5, y3-s4, y4-s5, y5-s6->s4, y6-s5, y7-s4->s6, y8-s2->s1, y9-s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s3->s1, b6-s0, b7-s5, b8-s0, b9-s5, 
260: g0-s0, g1-s0, g2-s0, g3-s1, g4-s0, g5-s2->s7, g6-s0, g7-s1, g8-s0, g9-s0, y0-s5, y1-s2, y2-s5, y3-s4->s2, y4-s5, y5-s6->s4, y6-s5, y7-s4->s6, y8-s2->s1, y9-s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5, b8-s0, b9-s5, 
261: g0-s0, g1-s0, g2-s0, g3-s1, g4-s0, g5-s2->s7, g6-s0, g7-s1->s2, g8-s0, g9-s0, y0-s5, y1-s2, y2-s5, y3-s4->s2, y4-s5, y5-s6->s4, y6-s5, y7-s4->s6, y8-s2->s1, y9-s1, b0-s5, b1-s0, b2-s0, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5, b8-s0, b9-s5, 
262: g0-s0, g1-s0, g2-s0, g3-s1, g4-s0, g5-s2->s7, g6-s0, g7-s1->s2, g8-s0, g9-s0, y0-s5, y1-s2, y2-s5, y3-s4->s2, y4-s5, y5-s6->s4, y6-s5, y7-s4->s6, y8-s2->s1, y9-s1, b0-s5, b1-s0, b2-s0->s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5, b8-s0, b9-s5, 
263: g0-s0, g1-s0, g2-s0, g3-s1, g4-s0, g5-s2->s7, g6-s0, g7-s1->s2, g8-s0, g9-s0, y0-s5, y1-s2, y2-s5, y3-s4->s2, y4-s5, y5-s6->s4, y6-s5, y7-s4->s6, y8-s2->s1, y9-s1, b0-s5, b1-s0, b2-s0->s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5, b8-s0, b9-s5, 
264: g0-s0, g1-s0, g2-s0, g3-s1, g4-s0, g5-s7, g6-s0, g7-s1->s2, g8-s0, g9-s0, y0-s5, y1-s2->s1, y2-s5, y3-s2, y4-s5, y5-s6->s4, y6-s5, y7-s4->s6, y8-s1, y9-s1, b0-s5, b1-s0, b2-s0->s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5, b8-s0, b9-s5, 
265: g0-s0, g1-s0, g2-s0, g3-s1, g4-s0, g5-s7, g6-s0, g7-s1->s2, g8-s0, g9-s0, y0-s5, y1-s2->s1, y2-s5, y3-s2, y4-s5, y5-s6->s4, y6-s5, y7-s4->s6, y8-s1, y9-s1, b0-s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5, b8-s0, b9-s5, 
266: g0-s0, g1-s0, g2-s0, g3-s1->s0, g4-s0, g5-s7->s2, g6-s0, g7-s1->s2, g8-s0, g9-s0, y0-s5, y1-s2->s1, y2-s5, y3-s2, y4-s5, y5-s6->s4, y6-s5, y7-s4->s6, y8-s1, y9-s1, b0-s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5, b8-s0, b9-s5, 
267: g0-s0, g1-s0, g2-s0, g3-s1->s0, g4-s0, g5-s7->s2, g6-s0, g7-s1->s2, g8-s0, g9-s0, y0-s5, y1-s2->s1, y2-s5, y3-s2, y4-s5, y5-s6->s4, y6-s5, y7-s6, y8-s1, y9-s1, b0-s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5, b8-s0, b9-s5, 
268: g0-s0, g1-s0, g2-s0, g3-s1->s0, g4-s0, g5-s7->s2, g6-s0, g7-s1->s2, g8-s0, g9-s0, y0-s5, y1-s2->s1, y2-s5, y3-s2, y4-s5, y5-s6->s4, y6-s5, y7-s6, y8-s1, y9-s1, b0-s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5, b8-s0, b9-s5, 
269: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s7->s2, g6-s0, g7-s2, g8-s0, g9-s0, y0-s5, y1-s2->s1, y2-s5, y3-s2, y4-s5, y5-s4, y6-s5, y7-s6, y8-s1, y9-s1->s2, b0-s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
270: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s7->s2, g6-s0, g7-s2->s7, g8-s0, g9-s0, y0-s5, y1-s2->s1, y2-s5, y3-s2, y4-s5, y5-s4, y6-s5, y7-s6, y8-s1, y9-s1->s2, b0-s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
271: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2, g6-s0, g7-s2->s7, g8-s0, g9-s0, y0-s5, y1-s2->s1, y2-s5, y3-s2, y4-s5, y5-s4, y6-s5, y7-s6->s4, y8-s1, y9-s1->s2, b0-s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1->s0, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
272: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2, g6-s0, g7-s2->s7, g8-s0, g9-s0, y0-s5, y1-s1, y2-s5, y3-s2->s1, y4-s5, y5-s4, y6-s5, y7-s6->s4, y8-s1->s5, y9-s1->s2, b0-s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1->s0, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
273: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2, g6-s0, g7-s2->s7, g8-s0, g9-s0->s1, y0-s5, y1-s1, y2-s5, y3-s2->s1, y4-s5, y5-s4, y6-s5, y7-s6->s4, y8-s1->s5, y9-s1->s2, b0-s5, b1-s0, b2-s1, b3-s0, b4-s0, b5-s1->s0, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
274: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2, g6-s0, g7-s2->s7, g8-s0, g9-s0->s1, y0-s5, y1-s1, y2-s5, y3-s2->s1, y4-s5, y5-s4->s2, y6-s5, y7-s6->s4, y8-s5, y9-s1->s2, b0-s5, b1-s0, b2-s1->s3, b3-s0, b4-s0, b5-s0, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
275: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2, g6-s0, g7-s7, g8-s0, g9-s0->s1, y0-s5, y1-s1->s5, y2-s5, y3-s2->s1, y4-s5, y5-s4->s2, y6-s5, y7-s6->s4, y8-s5, y9-s1->s2, b0-s5, b1-s0, b2-s1->s3, b3-s0, b4-s0, b5-s0, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
276: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2, g6-s0, g7-s7, g8-s0, g9-s1, y0-s5, y1-s1->s5, y2-s5, y3-s2->s1, y4-s5, y5-s4->s2, y6-s5, y7-s6->s4, y8-s5, y9-s1->s2, b0-s5, b1-s0, b2-s1->s3, b3-s0, b4-s0, b5-s0, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
277: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2, g6-s0, g7-s7->s2, g8-s0, g9-s1, y0-s5, y1-s5, y2-s5, y3-s2->s1, y4-s5, y5-s4->s2, y6-s5, y7-s6->s4, y8-s5, y9-s2, b0-s5, b1-s0, b2-s1->s3, b3-s0, b4-s0, b5-s0, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
278: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2, g6-s0, g7-s7->s2, g8-s0, g9-s1->s2, y0-s5, y1-s5, y2-s5, y3-s2->s1, y4-s5, y5-s2, y6-s5, y7-s6->s4, y8-s5, y9-s2->s4, b0-s5, b1-s0, b2-s1->s3, b3-s0, b4-s0, b5-s0, b6-s0, b7-s3, b8-s0, b9-s5, 
279: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2, g6-s0, g7-s7->s2, g8-s0, g9-s1->s2, y0-s5, y1-s5, y2-s5, y3-s2->s1, y4-s5, y5-s2, y6-s5, y7-s6->s4, y8-s5, y9-s2->s4, b0-s5, b1-s0, b2-s1->s3, b3-s0, b4-s0->s1, b5-s0, b6-s0, b7-s3->s1, b8-s0, b9-s5, 
280: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2->s1, g6-s0, g7-s7->s2, g8-s0, g9-s1->s2, y0-s5, y1-s5, y2-s5, y3-s1, y4-s5, y5-s2, y6-s5, y7-s6->s4, y8-s5, y9-s2->s4, b0-s5, b1-s0, b2-s3, b3-s0, b4-s0->s1, b5-s0, b6-s0, b7-s3->s1, b8-s0, b9-s5, 
281: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2->s1, g6-s0, g7-s7->s2, g8-s0, g9-s1->s2, y0-s5, y1-s5, y2-s5, y3-s1, y4-s5, y5-s2, y6-s5, y7-s4, y8-s5, y9-s2->s4, b0-s5, b1-s0, b2-s3, b3-s0, b4-s0->s1, b5-s0, b6-s0, b7-s3->s1, b8-s0, b9-s5, 
282: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2->s1, g6-s0, g7-s2, g8-s0, g9-s1->s2, y0-s5, y1-s5, y2-s5, y3-s1, y4-s5, y5-s2, y6-s5, y7-s4, y8-s5, y9-s4, b0-s5, b1-s0, b2-s3, b3-s0, b4-s1, b5-s0, b6-s0, b7-s3->s1, b8-s0, b9-s5, 
283: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2->s1, g6-s0, g7-s2, g8-s0, g9-s1->s2, y0-s5, y1-s5, y2-s5, y3-s1, y4-s5, y5-s2, y6-s5, y7-s4, y8-s5, y9-s4, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1, b5-s0, b6-s0, b7-s3->s1, b8-s0, b9-s5, 
284: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2->s1, g6-s0, g7-s2, g8-s0, g9-s1->s2, y0-s5->s1, y1-s5, y2-s5, y3-s1, y4-s5, y5-s2, y6-s5, y7-s4->s2, y8-s5, y9-s4, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1, b5-s0, b6-s0, b7-s3->s1, b8-s0, b9-s5, 
285: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2->s1, g6-s0, g7-s2, g8-s0, g9-s1->s2, y0-s5->s1, y1-s5, y2-s5, y3-s1->s5, y4-s5, y5-s2, y6-s5, y7-s4->s2, y8-s5, y9-s4, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1, b5-s0, b6-s0, b7-s1, b8-s0, b9-s5, 
286: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2->s1, g6-s0, g7-s2, g8-s0, g9-s2, y0-s1, y1-s5, y2-s5, y3-s1->s5, y4-s5, y5-s2, y6-s5, y7-s4->s2, y8-s5, y9-s4, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1, b5-s0, b6-s0, b7-s1, b8-s0, b9-s5, 
287: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s2->s1, g6-s0, g7-s2, g8-s0, g9-s2->s7, y0-s1, y1-s5, y2-s5, y3-s5, y4-s5, y5-s2, y6-s5, y7-s4->s2, y8-s5, y9-s4, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1, b5-s0, b6-s0, b7-s1, b8-s0, b9-s5, 
288: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s1, g6-s0, g7-s2, g8-s0, g9-s2->s7, y0-s1, y1-s5, y2-s5, y3-s5, y4-s5, y5-s2->s1, y6-s5, y7-s2, y8-s5, y9-s4, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1, b5-s0, b6-s0, b7-s1, b8-s0, b9-s5, 
289: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s1, g6-s0, g7-s2, g8-s0, g9-s2->s7, y0-s1, y1-s5, y2-s5, y3-s5, y4-s5, y5-s2->s1, y6-s5, y7-s2, y8-s5, y9-s4, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1, b5-s0, b6-s0, b7-s1, b8-s0, b9-s5, 
290: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s1, g6-s0, g7-s2, g8-s0, g9-s2->s7, y0-s1, y1-s5, y2-s5, y3-s5, y4-s5, y5-s2->s1, y6-s5, y7-s2, y8-s5, y9-s4, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1->s3, b5-s0, b6-s0, b7-s1, b8-s0, b9-s5, 
291: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s1, g6-s0, g7-s2, g8-s0, g9-s2->s7, y0-s1, y1-s5, y2-s5, y3-s5, y4-s5, y5-s2->s1, y6-s5, y7-s2, y8-s5, y9-s4->s6, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1->s3, b5-s0, b6-s0, b7-s1, b8-s0, b9-s5, 
292: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s1, g6-s0, g7-s2, g8-s0, g9-s7, y0-s1, y1-s5, y2-s5, y3-s5, y4-s5, y5-s2->s1, y6-s5, y7-s2, y8-s5, y9-s4->s6, b0-s5, b1-s0, b2-s5, b3-s0, b4-s1->s3, b5-s0, b6-s0, b7-s1, b8-s0, b9-s5, 
293: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s1, g6-s0, g7-s2, g8-s0, g9-s7, y0-s1, y1-s5, y2-s5, y3-s5, y4-s5, y5-s2->s1, y6-s5, y7-s2, y8-s5, y9-s4->s6, b0-s5, b1-s0, b2-s5, b3-s0, b4-s1->s3, b5-s0, b6-s0, b7-s1, b8-s0, b9-s5, 
294: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s1, g6-s0, g7-s2, g8-s0, g9-s7->s2, y0-s1, y1-s5, y2-s5, y3-s5, y4-s5, y5-s2->s1, y6-s5, y7-s2, y8-s5, y9-s4->s6, b0-s5, b1-s0, b2-s5, b3-s0, b4-s1->s3, b5-s0, b6-s0, b7-s1->s0, b8-s0, b9-s5, 
295: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s1, g6-s0, g7-s2, g8-s0, g9-s7->s2, y0-s1, y1-s5, y2-s5, y3-s5, y4-s5, y5-s2->s1, y6-s5, y7-s2, y8-s5, y9-s4->s6, b0-s5, b1-s0, b2-s5, b3-s0, b4-s1->s3, b5-s0, b6-s0, b7-s1->s0, b8-s0, b9-s5, 
296: g0-s0, g1-s0, g2-s0, g3-s0, g4-s0, g5-s1, g6-s0, g7-s2->s1, g8-s0, g9-s7->s2, y0-s1, y1-s5, y2-s5->s1, y3-s5, y4-s5, y5-s1, y6-s5, y7-s2, y8-s5, y9-s4->s6, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3, b5-s0, b6-s0, b7-s1->s0, b8-s0, b9-s5, 
