0: g0-s0, g1-s7, y0-s5, y1-s6, b0-s0, b1-s5, 
1: g0-s0, g1-s7->s2, g2-s0, g3-s7, y0-s5, y1-s6, y2-s5, y3-s6, b0-s0, b1-s5, b2-s0, b3-s5, 
2: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, y0-s5, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, 
3: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, y0-s5->s1, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, 
4: g0-s0->s1, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, y0-s5->s1, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
362: g0-s2, g1-s0, g2-s2, g3-s0, g4-s2, g5-s0, g6-s1, g7-s1, g8-s1, g9-s2, y0-s4, y1-s2->s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s5, y9-s6, b0-s5, b1-s0, b2-s3, b3-s0, b4-s1, b5-s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
363: g0-s2, g1-s0, g2-s2, g3-s0, g4-s2->s7, g5-s0, g6-s1, g7-s1, g8-s1, g9-s2, y0-s4->s6, y1-s2->s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s4->s2, y8-s5, y9-s6, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1, b5-s1, b6-s0, b7-s3, b8-s0, b9-s5->s3, 
364: g0-s2, g1-s0, g2-s2, g3-s0, g4-s2->s7, g5-s0, g6-s1, g7-s1->s0, g8-s1, g9-s2, y0-s4->s6, y1-s2->s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1, b5-s1, b6-s0, b7-s3, b8-s0, b9-s5->s3, 
365: g0-s2, g1-s0, g2-s2, g3-s0, g4-s2->s7, g5-s0, g6-s1, g7-s1->s0, g8-s1, g9-s2, y0-s4->s6, y1-s2->s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1, b5-s1, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, 
366: g0-s2, g1-s0, g2-s2, g3-s0, g4-s2->s7, g5-s0, g6-s1, g7-s1->s0, g8-s1, g9-s2, y0-s4->s6, y1-s2->s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1->s3, b5-s1, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, 
367: g0-s2, g1-s0->s1, g2-s2, g3-s0, g4-s2->s7, g5-s0, g6-s1, g7-s0, g8-s1, g9-s2->s1, y0-s4->s6, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1->s3, b5-s1->s0, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, 
368: g0-s2, g1-s0->s1, g2-s2, g3-s0, g4-s7, g5-s0, g6-s1, g7-s0, g8-s1, g9-s2->s1, y0-s4->s6, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1->s3, b5-s1->s0, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, 
369: g0-s2, g1-s0->s1, g2-s2, g3-s0, g4-s7, g5-s0, g6-s1, g7-s0, g8-s1, g9-s2->s1, y0-s4->s6, y1-s1, y2-s1->s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1->s3, b5-s1->s0, b6-s0, b7-s3->s1, b8-s0, b9-s5->s3, 
370: g0-s2, g1-s1, g2-s2, g3-s0, g4-s7->s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s2->s1, y0-s4->s6, y1-s1, y2-s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1->s3, b5-s0, b6-s0->s1, b7-s3->s1, b8-s0, b9-s5->s3, 
371: g0-s2, g1-s1, g2-s2, g3-s0, g4-s7->s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s2->s1, y0-s4->s6, y1-s1->s5, y2-s2, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s3->s5, b3-s0, b4-s1->s3, b5-s0, b6-s0->s1, b7-s1, b8-s0, b9-s5->s3, 
372: g0-s2, g1-s1, g2-s2, g3-s0, g4-s7->s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s2->s1, y0-s4->s6, y1-s1->s5, y2-s2->s4, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s5, y9-s6->s4, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3, b5-s0, b6-s0->s1, b7-s1, b8-s0, b9-s3, 
373: g0-s2, g1-s1, g2-s2, g3-s0->s1, g4-s7->s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s2->s1, y0-s6, y1-s5, y2-s2->s4, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s5->s1, y9-s6->s4, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s3, b5-s0, b6-s1, b7-s1->s0, b8-s0, b9-s3, 
374: g0-s2, g1-s1, g2-s2, g3-s0->s1, g4-s7->s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s2->s1, y0-s6, y1-s5, y2-s2->s4, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s5->s1, y9-s4, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s3, b5-s0, b6-s1, b7-s1->s0, b8-s0, b9-s3, 
375: g0-s2->s1, g1-s1, g2-s2, g3-s0->s1, g4-s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s1, y0-s6, y1-s5, y2-s2->s4, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s1, b7-s1->s0, b8-s0, b9-s3->s1, 
376: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s1, y0-s6->s4, y1-s5, y2-s4, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s1, b7-s0, b8-s0, b9-s3->s1, 
377: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s1->s2, g7-s0, g8-s1, g9-s1, y0-s6->s4, y1-s5, y2-s4, y3-s2, y4-s1, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s1->s3, b7-s0, b8-s0, b9-s3->s1, 
378: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2, g7-s0, g8-s1, g9-s1, y0-s6->s4, y1-s5, y2-s4, y3-s2, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s1->s3, b7-s0, b8-s0, b9-s3->s1, 
379: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s1->s0, y0-s6->s4, y1-s5, y2-s4, y3-s2, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4->s2, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s1->s3, b7-s0, b8-s0->s1, b9-s3->s1, 
380: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s1->s0, y0-s6->s4, y1-s5, y2-s4, y3-s2, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4->s2, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s1->s3, b7-s0, b8-s0->s1, b9-s3->s1, 
381: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s1->s0, y0-s6->s4, y1-s5, y2-s4, y3-s2, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4->s2, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s0, b6-s1->s3, b7-s0, b8-s0->s1, b9-s1, 
382: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s0, y0-s6->s4, y1-s5, y2-s4, y3-s2, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4->s2, b0-s3, b1-s0, b2-s5->s3, b3-s0, b4-s3->s5, b5-s0, b6-s1->s3, b7-s0, b8-s1, b9-s1, 
383: g0-s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s2->s7, g7-s0, g8-s1, g9-s0, y0-s6->s4, y1-s5, y2-s4->s6, y3-s2->s1, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s2, b0-s3, b1-s0, b2-s5->s3, b3-s0, b4-s3->s5, b5-s0, b6-s3, b7-s0, b8-s1, b9-s1, 
384: g0-s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7, g7-s0, g8-s1, g9-s0, y0-s6->s4, y1-s5, y2-s4->s6, y3-s2->s1, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s2, b0-s3, b1-s0, b2-s5->s3, b3-s0, b4-s5, b5-s0, b6-s3, b7-s0, b8-s1->s3, b9-s1, 
385: g0-s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0, g6-s7, g7-s0, g8-s1, g9-s0, y0-s6->s4, y1-s5->s1, y2-s4->s6, y3-s2->s1, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s2, b0-s3->s1, b1-s0, b2-s5->s3, b3-s0, b4-s5, b5-s0, b6-s3, b7-s0, b8-s1->s3, b9-s1->s0, 
386: g0-s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0->s1, g6-s7->s2, g7-s0, g8-s1->s2, g9-s0, y0-s4, y1-s5->s1, y2-s4->s6, y3-s2->s1, y4-s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s2, b0-s3->s1, b1-s0, b2-s5->s3, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s1->s3, b9-s1->s0, 
387: g0-s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0->s1, g6-s7->s2, g7-s0, g8-s1->s2, g9-s0, y0-s4, y1-s1, y2-s4->s6, y3-s2->s1, y4-s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s2, b0-s3->s1, b1-s0, b2-s5->s3, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s1->s3, b9-s1->s0, 
388: g0-s1->s0, g1-s1, g2-s2, g3-s1, g4-s2, g5-s0->s1, g6-s7->s2, g7-s0, g8-s1->s2, g9-s0, y0-s4, y1-s1, y2-s4->s6, y3-s2->s1, y4-s2->s4, y5-s2, y6-s1, y7-s2, y8-s1, y9-s2, b0-s3->s1, b1-s0, b2-s5->s3, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s1->s3, b9-s0, 
389: g0-s1->s0, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s7->s2, g7-s0, g8-s1->s2, g9-s0, y0-s4, y1-s1, y2-s4->s6, y3-s2->s1, y4-s2->s4, y5-s2, y6-s1, y7-s2, y8-s1, y9-s2, b0-s3->s1, b1-s0, b2-s5->s3, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s1->s3, b9-s0, 
390: g0-s1->s0, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s7->s2, g7-s0, g8-s1->s2, g9-s0, y0-s4, y1-s1, y2-s4->s6, y3-s2->s1, y4-s2->s4, y5-s2, y6-s1, y7-s2, y8-s1, y9-s2, b0-s3->s1, b1-s0, b2-s5->s3, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s0, 
391: g0-s0, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s1->s2, g9-s0, y0-s4, y1-s1, y2-s4->s6, y3-s1, y4-s2->s4, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s2, b0-s1, b1-s0, b2-s3, b3-s0, b4-s5->s3, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s0, 
392: g0-s0, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s1->s2, g9-s0, y0-s4, y1-s1, y2-s4->s6, y3-s1, y4-s4, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s2, b0-s1, b1-s0->s1, b2-s3, b3-s0, b4-s5->s3, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s0, 
393: g0-s0, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s1->s2, g9-s0, y0-s4->s2, y1-s1, y2-s6, y3-s1->s5, y4-s4, y5-s2->s1, y6-s1, y7-s2, y8-s1, y9-s2, b0-s1, b1-s0->s1, b2-s3, b3-s0, b4-s5->s3, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s0, 
394: g0-s0, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2, g9-s0, y0-s4->s2, y1-s1, y2-s6, y3-s1->s5, y4-s4, y5-s2->s1, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s1, b1-s0->s1, b2-s3->s1, b3-s0, b4-s5->s3, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s0, 
395: g0-s0, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2, g9-s0, y0-s4->s2, y1-s1, y2-s6, y3-s5, y4-s4, y5-s2->s1, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s1, b1-s1, b2-s3->s1, b3-s0, b4-s5->s3, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
396: g0-s0, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s4->s2, y1-s1, y2-s6, y3-s5, y4-s4, y5-s2->s1, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s1->s0, b1-s1, b2-s3->s1, b3-s0, b4-s5->s3, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
397: g0-s0, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s2, y1-s1, y2-s6, y3-s5, y4-s4, y5-s2->s1, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s1->s0, b1-s1, b2-s3->s1, b3-s0->s1, b4-s5->s3, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
398: g0-s0, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4, y5-s2->s1, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s1->s0, b1-s1, b2-s3->s1, b3-s0->s1, b4-s5->s3, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
399: g0-s0, g1-s1, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4->s6, y5-s1, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s0, b1-s1->s3, b2-s3->s1, b3-s0->s1, b4-s5->s3, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
400: g0-s0, g1-s1, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s2->s7, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4->s6, y5-s1, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s0, b1-s1->s3, b2-s1, b3-s1, b4-s3, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
401: g0-s0, g1-s1, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s7, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4->s6, y5-s1, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s0, b1-s1->s3, b2-s1, b3-s1, b4-s3->s1, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
402: g0-s0, g1-s1->s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s7, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5->s1, y4-s4->s6, y5-s1->s5, y6-s2, y7-s2, y8-s1, y9-s2, b0-s0, b1-s1->s3, b2-s1, b3-s1, b4-s3->s1, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
403: g0-s0, g1-s1->s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s7->s2, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5->s1, y4-s4->s6, y5-s1->s5, y6-s2, y7-s2, y8-s1, y9-s2, b0-s0, b1-s1->s3, b2-s1, b3-s1, b4-s3->s1, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s0, 
404: g0-s0, g1-s1->s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s7->s2, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s1, y4-s4->s6, y5-s5, y6-s2->s4, y7-s2, y8-s1, y9-s2, b0-s0, b1-s1->s3, b2-s1, b3-s1, b4-s3->s1, b5-s0, b6-s5->s3, b7-s0, b8-s5, b9-s0, 
405: g0-s0, g1-s1->s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s7->s2, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s1, y4-s4->s6, y5-s5, y6-s2->s4, y7-s2, y8-s1, y9-s2, b0-s0, b1-s3, b2-s1, b3-s1->s3, b4-s3->s1, b5-s0, b6-s5->s3, b7-s0, b8-s5, b9-s0, 
406: g0-s0, g1-s1->s2, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s1, y4-s4->s6, y5-s5, y6-s2->s4, y7-s2, y8-s1, y9-s2, b0-s0, b1-s3, b2-s1, b3-s1->s3, b4-s3->s1, b5-s0, b6-s5->s3, b7-s0, b8-s5, b9-s0, 
407: g0-s0, g1-s1->s2, g2-s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s1, y4-s4->s6, y5-s5, y6-s2->s4, y7-s2->s1, y8-s1, y9-s2, b0-s0, b1-s3, b2-s1->s0, b3-s1->s3, b4-s1, b5-s0, b6-s5->s3, b7-s0, b8-s5, b9-s0, 
408: g0-s0, g1-s1->s2, g2-s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2, y1-s1, y2-s4, y3-s1, y4-s4->s6, y5-s5, y6-s4, y7-s2->s1, y8-s1, y9-s2, b0-s0, b1-s3->s5, b2-s1->s0, b3-s1->s3, b4-s1, b5-s0, b6-s5->s3, b7-s0, b8-s5, b9-s0, 
409: g0-s0, g1-s1->s2, g2-s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2, y1-s1, y2-s4, y3-s1, y4-s6, y5-s5, y6-s4->s6, y7-s2->s1, y8-s1, y9-s2, b0-s0, b1-s3->s5, b2-s1->s0, b3-s1->s3, b4-s1, b5-s0, b6-s5->s3, b7-s0, b8-s5, b9-s0, 
410: g0-s0, g1-s2, g2-s1->s0, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2, y1-s1, y2-s4, y3-s1, y4-s6, y5-s5, y6-s4->s6, y7-s2->s1, y8-s1->s2, y9-s2, b0-s0, b1-s3->s5, b2-s0, b3-s1->s3, b4-s1, b5-s0, b6-s5->s3, b7-s0, b8-s5, b9-s0, 
411: g0-s0, g1-s2->s7, g2-s1->s0, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2, y1-s1, y2-s4, y3-s1, y4-s6, y5-s5->s1, y6-s4->s6, y7-s2->s1, y8-s1->s2, y9-s2, b0-s0, b1-s3->s5, b2-s0, b3-s3, b4-s1, b5-s0, b6-s5->s3, b7-s0, b8-s5, b9-s0, 
412: g0-s0, g1-s2->s7, g2-s1->s0, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2, y1-s1, y2-s4, y3-s1, y4-s6, y5-s5->s1, y6-s4->s6, y7-s2->s1, y8-s1->s2, y9-s2, b0-s0, b1-s3->s5, b2-s0, b3-s3, b4-s1, b5-s0->s1, b6-s5->s3, b7-s0, b8-s5, b9-s0, 
413: g0-s0, g1-s2->s7, g2-s0, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2, y1-s1, y2-s4, y3-s1, y4-s6, y5-s1, y6-s4->s6, y7-s2->s1, y8-s1->s2, y9-s2, b0-s0, b1-s3->s5, b2-s0, b3-s3, b4-s1->s0, b5-s0->s1, b6-s3, b7-s0, b8-s5->s3, b9-s0, 
414: g0-s0, g1-s2->s7, g2-s0, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2, y1-s1, y2-s4->s2, y3-s1, y4-s6->s4, y5-s1, y6-s4->s6, y7-s2->s1, y8-s1->s2, y9-s2, b0-s0, b1-s3->s5, b2-s0, b3-s3, b4-s1->s0, b5-s0->s1, b6-s3, b7-s0, b8-s5->s3, b9-s0, 
415: g0-s0, g1-s2->s7, g2-s0, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2, y1-s1, y2-s4->s2, y3-s1, y4-s6->s4, y5-s1, y6-s4->s6, y7-s1, y8-s1->s2, y9-s2, b0-s0, b1-s3->s5, b2-s0, b3-s3, b4-s1->s0, b5-s1, b6-s3, b7-s0, b8-s5->s3, b9-s0, 
416: g0-s0, g1-s7, g2-s0, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2, y1-s1, y2-s4->s2, y3-s1, y4-s6->s4, y5-s1, y6-s4->s6, y7-s1, y8-s1->s2, y9-s2, b0-s0, b1-s3->s5, b2-s0, b3-s3, b4-s0, b5-s1, b6-s3->s1, b7-s0->s1, b8-s5->s3, b9-s0, 
417: g0-s0, g1-s7, g2-s0, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2, y1-s1, y2-s4->s2, y3-s1, y4-s6->s4, y5-s1, y6-s4->s6, y7-s1->s5, y8-s1->s2, y9-s2, b0-s0, b1-s5, b2-s0, b3-s3->s5, b4-s0, b5-s1, b6-s3->s1, b7-s0->s1, b8-s5->s3, b9-s0, 
418: g0-s0, g1-s7->s2, g2-s0, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2, y1-s1, y2-s2, y3-s1, y4-s6->s4, y5-s1, y6-s4->s6, y7-s1->s5, y8-s2, y9-s2, b0-s0, b1-s5, b2-s0, b3-s3->s5, b4-s0, b5-s1->s3, b6-s3->s1, b7-s0->s1, b8-s5->s3, b9-s0, 
419: g0-s0, g1-s7->s2, g2-s0, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2, y1-s1, y2-s2, y3-s1, y4-s6->s4, y5-s1, y6-s6, y7-s5, y8-s2->s4, y9-s2, b0-s0, b1-s5, b2-s0, b3-s3->s5, b4-s0, b5-s1->s3, b6-s3->s1, b7-s1, b8-s5->s3, b9-s0, 
420: g0-s0, g1-s7->s2, g2-s0, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2, y1-s1, y2-s2, y3-s1, y4-s6->s4, y5-s1, y6-s6, y7-s5, y8-s2->s4, y9-s2, b0-s0, b1-s5, b2-s0, b3-s3->s5, b4-s0, b5-s1->s3, b6-s3->s1, b7-s1, b8-s5->s3, b9-s0, 
421: g0-s0, g1-s7->s2, g2-s0, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2, y1-s1, y2-s2, y3-s1, y4-s6->s4, y5-s1, y6-s6, y7-s5, y8-s2->s4, y9-s2, b0-s0, b1-s5, b2-s0, b3-s3->s5, b4-s0, b5-s1->s3, b6-s3->s1, b7-s1, b8-s5->s3, b9-s0, 
422: g0-s0, g1-s7->s2, g2-s0, g3-s1->s2, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0->s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s6->s4, y5-s1, y6-s6, y7-s5, y8-s2->s4, y9-s2, b0-s0, b1-s5, b2-s0, b3-s3->s5, b4-s0, b5-s1->s3, b6-s1, b7-s1, b8-s3, b9-s0, 
423: g0-s0, g1-s2, g2-s0, g3-s1->s2, g4-s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0->s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s6->s4, y5-s1, y6-s6, y7-s5, y8-s4, y9-s2->s1, b0-s0, b1-s5, b2-s0, b3-s3->s5, b4-s0, b5-s1->s3, b6-s1, b7-s1, b8-s3, b9-s0, 
424: g0-s0, g1-s2, g2-s0, g3-s1->s2, g4-s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0->s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s4, y5-s1, y6-s6, y7-s5, y8-s4, y9-s2->s1, b0-s0, b1-s5, b2-s0, b3-s3->s5, b4-s0, b5-s3, b6-s1, b7-s1->s3, b8-s3->s1, b9-s0, 
425: g0-s0, g1-s2, g2-s0, g3-s1->s2, g4-s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s4, y5-s1, y6-s6->s4, y7-s5, y8-s4, y9-s2->s1, b0-s0, b1-s5, b2-s0, b3-s3->s5, b4-s0, b5-s3, b6-s1, b7-s1->s3, b8-s3->s1, b9-s0->s1, 
