0: g0-s0, g1-s7, y0-s5, y1-s6, b0-s0, b1-s5, 
1: g0-s0, g1-s7->s2, g2-s0, g3-s7, y0-s5, y1-s6, y2-s5, y3-s6, b0-s0, b1-s5, b2-s0, b3-s5, 
2: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, y0-s5, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, 
3: g0-s0, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, y0-s5->s1, y1-s6, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, 
4: g0-s0->s1, g1-s7->s2, g2-s0, g3-s7, g4-s0, g5-s7, g6-s0, g7-s7, g8-s0, g9-s7, y0-s5->s1, y1-s6->s4, y2-s5, y3-s6, y4-s5, y5-s6, y6-s5, y7-s6, y8-s5, y9-s6, b0-s0, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s0, b7-s5, b8-s0, b9-s5, 
220: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2->s7, g7-s0, g8-s1, g9-s1, y0-s6->s4, y1-s5, y2-s4->s6, y3-s2->s1, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4->s2, b0-s0->s1, b1-s5, b2-s0, b3-s5, b4-s1->s0, b5-s5, b6-s3->s1, b7-s3->s5, b8-s5->s3, b9-s1->s3, 
221: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2->s7, g7-s0, g8-s1, g9-s1, y0-s6->s4, y1-s5, y2-s4->s6, y3-s2->s1, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4->s2, b0-s0->s1, b1-s5, b2-s0, b3-s5, b4-s1->s0, b5-s5, b6-s3->s1, b7-s3->s5, b8-s5->s3, b9-s1->s3, 
222: g0-s2, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2->s7, g7-s0, g8-s1, g9-s1, y0-s6->s4, y1-s5, y2-s4->s6, y3-s2->s1, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4->s2, b0-s1, b1-s5, b2-s0, b3-s5, b4-s1->s0, b5-s5, b6-s3->s1, b7-s3->s5, b8-s5->s3, b9-s1->s3, 
223: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2->s7, g7-s0, g8-s1, g9-s1, y0-s6->s4, y1-s5, y2-s4->s6, y3-s1, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s4->s2, b0-s1, b1-s5, b2-s0, b3-s5, b4-s0, b5-s5, b6-s3->s1, b7-s3->s5, b8-s5->s3, b9-s1->s3, 
224: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s2->s7, g7-s0, g8-s1, g9-s1, y0-s6->s4, y1-s5, y2-s4->s6, y3-s1, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s2, b0-s1, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s1, b7-s5, b8-s3, b9-s1->s3, 
225: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s7, g7-s0, g8-s1, g9-s1->s0, y0-s6->s4, y1-s5, y2-s4->s6, y3-s1, y4-s1->s2, y5-s2, y6-s1, y7-s2, y8-s1, y9-s2, b0-s1, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s1, b7-s5, b8-s3, b9-s1->s3, 
226: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s7, g7-s0, g8-s1, g9-s1->s0, y0-s6->s4, y1-s5, y2-s4->s6, y3-s1, y4-s2, y5-s2, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s1->s3, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s1, b7-s5, b8-s3, b9-s3, 
227: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s7->s2, g7-s0, g8-s1, g9-s1->s0, y0-s6->s4, y1-s5, y2-s4->s6, y3-s1, y4-s2->s4, y5-s2, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s1->s3, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s1, b7-s5, b8-s3->s1, b9-s3, 
228: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s7->s2, g7-s0, g8-s1, g9-s0, y0-s6->s4, y1-s5, y2-s6, y3-s1, y4-s2->s4, y5-s2, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s1->s3, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s1, b7-s5, b8-s3->s1, b9-s3->s5, 
229: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s7->s2, g7-s0, g8-s1, g9-s0, y0-s4, y1-s5, y2-s6, y3-s1, y4-s2->s4, y5-s2, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s1->s3, b1-s5->s3, b2-s0, b3-s5, b4-s0, b5-s5, b6-s1, b7-s5, b8-s3->s1, b9-s3->s5, 
230: g0-s2->s1, g1-s1, g2-s2, g3-s1, g4-s2, g5-s1, g6-s7->s2, g7-s0, g8-s1, g9-s0, y0-s4, y1-s5, y2-s6, y3-s1->s5, y4-s2->s4, y5-s2, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s1->s3, b1-s5->s3, b2-s0->s1, b3-s5, b4-s0, b5-s5, b6-s1, b7-s5, b8-s3->s1, b9-s3->s5, 
231: g0-s1, g1-s1, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s7->s2, g7-s0, g8-s1, g9-s0, y0-s4, y1-s5->s1, y2-s6, y3-s1->s5, y4-s4, y5-s2, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s1->s3, b1-s5->s3, b2-s0->s1, b3-s5, b4-s0, b5-s5, b6-s1, b7-s5, b8-s3->s1, b9-s3->s5, 
232: g0-s1, g1-s1, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s1, g9-s0, y0-s4->s2, y1-s5->s1, y2-s6, y3-s5, y4-s4, y5-s2, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s3, b1-s5->s3, b2-s0->s1, b3-s5, b4-s0, b5-s5, b6-s1, b7-s5, b8-s3->s1, b9-s3->s5, 
233: g0-s1, g1-s1, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0, g8-s1, g9-s0, y0-s4->s2, y1-s1, y2-s6, y3-s5, y4-s4, y5-s2, y6-s1->s2, y7-s2, y8-s1, y9-s2, b0-s3, b1-s3, b2-s1, b3-s5->s3, b4-s0, b5-s5, b6-s1, b7-s5, b8-s1, b9-s3->s5, 
234: g0-s1, g1-s1, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s1->s2, g9-s0, y0-s4->s2, y1-s1, y2-s6->s4, y3-s5, y4-s4, y5-s2, y6-s2, y7-s2, y8-s1, y9-s2, b0-s3, b1-s3, b2-s1, b3-s5->s3, b4-s0, b5-s5, b6-s1, b7-s5, b8-s1, b9-s3->s5, 
235: g0-s1, g1-s1, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s1->s2, g9-s0, y0-s4->s2, y1-s1, y2-s6->s4, y3-s5, y4-s4, y5-s2, y6-s2->s4, y7-s2, y8-s1, y9-s2, b0-s3, b1-s3, b2-s1, b3-s5->s3, b4-s0, b5-s5, b6-s1->s0, b7-s5, b8-s1, b9-s3->s5, 
236: g0-s1, g1-s1, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s0->s1, g8-s1->s2, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4->s6, y5-s2, y6-s2->s4, y7-s2, y8-s1, y9-s2, b0-s3, b1-s3->s1, b2-s1, b3-s5->s3, b4-s0, b5-s5, b6-s1->s0, b7-s5, b8-s1, b9-s3->s5, 
237: g0-s1, g1-s1, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s1->s2, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4->s6, y5-s2, y6-s2->s4, y7-s2, y8-s1, y9-s2, b0-s3->s5, b1-s3->s1, b2-s1, b3-s5->s3, b4-s0, b5-s5, b6-s1->s0, b7-s5, b8-s1, b9-s5, 
238: g0-s1->s0, g1-s1, g2-s2->s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s1->s2, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4->s6, y5-s2, y6-s2->s4, y7-s2, y8-s1, y9-s2, b0-s3->s5, b1-s3->s1, b2-s1, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s1, b9-s5, 
239: g0-s1->s0, g1-s1, g2-s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s1->s2, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4->s6, y5-s2->s1, y6-s4, y7-s2, y8-s1, y9-s2, b0-s3->s5, b1-s3->s1, b2-s1->s3, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s1, b9-s5, 
240: g0-s1->s0, g1-s1, g2-s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s1->s2, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4->s6, y5-s2->s1, y6-s4, y7-s2, y8-s1, y9-s2, b0-s3->s5, b1-s3->s1, b2-s1->s3, b3-s5->s3, b4-s0, b5-s5, b6-s0, b7-s5, b8-s1, b9-s5, 
241: g0-s0, g1-s1, g2-s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s1->s2, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4->s6, y5-s2->s1, y6-s4, y7-s2, y8-s1, y9-s2, b0-s3->s5, b1-s3->s1, b2-s1->s3, b3-s5->s3, b4-s0->s1, b5-s5, b6-s0, b7-s5, b8-s1->s0, b9-s5, 
242: g0-s0, g1-s1->s2, g2-s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4->s6, y5-s2->s1, y6-s4, y7-s2, y8-s1, y9-s2, b0-s3->s5, b1-s1, b2-s1->s3, b3-s3, b4-s0->s1, b5-s5->s3, b6-s0, b7-s5, b8-s1->s0, b9-s5, 
243: g0-s0, g1-s1->s2, g2-s1, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2->s7, g9-s0, y0-s2, y1-s1, y2-s6->s4, y3-s5, y4-s4->s6, y5-s2->s1, y6-s4, y7-s2, y8-s1, y9-s2, b0-s3->s5, b1-s1, b2-s1->s3, b3-s3, b4-s0->s1, b5-s5->s3, b6-s0, b7-s5, b8-s1->s0, b9-s5, 
244: g0-s0, g1-s1->s2, g2-s1->s0, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2->s7, g9-s0, y0-s2, y1-s1, y2-s4, y3-s5, y4-s4->s6, y5-s2->s1, y6-s4, y7-s2, y8-s1, y9-s2, b0-s3->s5, b1-s1, b2-s1->s3, b3-s3, b4-s1, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
245: g0-s0, g1-s1->s2, g2-s1->s0, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2->s7, g9-s0, y0-s2, y1-s1, y2-s4, y3-s5, y4-s4->s6, y5-s2->s1, y6-s4, y7-s2, y8-s1, y9-s2, b0-s3->s5, b1-s1, b2-s3, b3-s3->s1, b4-s1, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
246: g0-s0, g1-s1->s2, g2-s1->s0, g3-s1, g4-s2, g5-s1, g6-s2, g7-s1, g8-s2->s7, g9-s0, y0-s2, y1-s1, y2-s4, y3-s5, y4-s6, y5-s2->s1, y6-s4->s6, y7-s2, y8-s1, y9-s2, b0-s5, b1-s1, b2-s3->s5, b3-s3->s1, b4-s1->s3, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
247: g0-s0, g1-s1->s2, g2-s0, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s2->s7, g9-s0, y0-s2, y1-s1, y2-s4, y3-s5, y4-s6, y5-s1, y6-s4->s6, y7-s2, y8-s1, y9-s2, b0-s5, b1-s1->s0, b2-s3->s5, b3-s3->s1, b4-s1->s3, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
248: g0-s0, g1-s1->s2, g2-s0, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s7, g9-s0, y0-s2, y1-s1, y2-s4, y3-s5, y4-s6, y5-s1->s5, y6-s4->s6, y7-s2, y8-s1, y9-s2, b0-s5, b1-s1->s0, b2-s3->s5, b3-s3->s1, b4-s1->s3, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
249: g0-s0, g1-s1->s2, g2-s0, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s7, g9-s0->s1, y0-s2, y1-s1, y2-s4, y3-s5->s1, y4-s6, y5-s1->s5, y6-s4->s6, y7-s2, y8-s1, y9-s2, b0-s5, b1-s1->s0, b2-s3->s5, b3-s3->s1, b4-s1->s3, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
250: g0-s0, g1-s2, g2-s0, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s0->s1, y0-s2, y1-s1, y2-s4, y3-s5->s1, y4-s6, y5-s5, y6-s4->s6, y7-s2, y8-s1->s2, y9-s2, b0-s5, b1-s0, b2-s3->s5, b3-s3->s1, b4-s1->s3, b5-s5->s3, b6-s0, b7-s5, b8-s0, b9-s5, 
251: g0-s0, g1-s2->s7, g2-s0, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s0->s1, y0-s2, y1-s1, y2-s4->s2, y3-s1, y4-s6, y5-s5, y6-s4->s6, y7-s2, y8-s1->s2, y9-s2, b0-s5, b1-s0, b2-s3->s5, b3-s1, b4-s1->s3, b5-s3, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
252: g0-s0, g1-s2->s7, g2-s0, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s1, y0-s2, y1-s1, y2-s4->s2, y3-s1, y4-s6, y5-s5, y6-s4->s6, y7-s2, y8-s1->s2, y9-s2, b0-s5, b1-s0, b2-s3->s5, b3-s1, b4-s3, b5-s3, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
253: g0-s0, g1-s2->s7, g2-s0, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s1, y0-s2, y1-s1, y2-s4->s2, y3-s1, y4-s6->s4, y5-s5, y6-s4->s6, y7-s2, y8-s1->s2, y9-s2, b0-s5, b1-s0, b2-s3->s5, b3-s1, b4-s3, b5-s3, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
254: g0-s0, g1-s2->s7, g2-s0, g3-s1, g4-s2->s1, g5-s1, g6-s2, g7-s1, g8-s7->s2, g9-s1, y0-s2, y1-s1, y2-s4->s2, y3-s1, y4-s6->s4, y5-s5, y6-s4->s6, y7-s2, y8-s1->s2, y9-s2, b0-s5, b1-s0, b2-s3->s5, b3-s1, b4-s3, b5-s3->s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
255: g0-s0, g1-s2->s7, g2-s0, g3-s1, g4-s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s6->s4, y5-s5, y6-s4->s6, y7-s2->s1, y8-s1->s2, y9-s2, b0-s5, b1-s0, b2-s5, b3-s1, b4-s3->s5, b5-s3->s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
256: g0-s0, g1-s7, g2-s0, g3-s1, g4-s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s6->s4, y5-s5, y6-s6, y7-s2->s1, y8-s1->s2, y9-s2, b0-s5, b1-s0, b2-s5, b3-s1->s0, b4-s3->s5, b5-s3->s1, b6-s0, b7-s5->s3, b8-s0, b9-s5, 
257: g0-s0, g1-s7, g2-s0, g3-s1, g4-s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s6->s4, y5-s5, y6-s6, y7-s2->s1, y8-s1->s2, y9-s2, b0-s5, b1-s0, b2-s5, b3-s1->s0, b4-s3->s5, b5-s3->s1, b6-s0->s1, b7-s5->s3, b8-s0, b9-s5, 
258: g0-s0, g1-s7->s2, g2-s0, g3-s1->s2, g4-s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s6->s4, y5-s5, y6-s6, y7-s2->s1, y8-s2, y9-s2, b0-s5, b1-s0, b2-s5, b3-s1->s0, b4-s3->s5, b5-s3->s1, b6-s0->s1, b7-s5->s3, b8-s0, b9-s5, 
259: g0-s0, g1-s7->s2, g2-s0, g3-s1->s2, g4-s1, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s6->s4, y5-s5, y6-s6, y7-s2->s1, y8-s2, y9-s2, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s3->s1, b6-s0->s1, b7-s5->s3, b8-s0, b9-s5, 
260: g0-s0, g1-s7->s2, g2-s0, g3-s1->s2, g4-s1->s0, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s6->s4, y5-s5, y6-s6, y7-s2->s1, y8-s2->s4, y9-s2, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s1, b6-s1, b7-s3, b8-s0, b9-s5->s3, 
261: g0-s0->s1, g1-s7->s2, g2-s0, g3-s1->s2, g4-s1->s0, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s6->s4, y5-s5, y6-s6, y7-s2->s1, y8-s2->s4, y9-s2, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s1, b6-s1->s3, b7-s3->s1, b8-s0, b9-s5->s3, 
262: g0-s0->s1, g1-s7->s2, g2-s0, g3-s1->s2, g4-s1->s0, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s6->s4, y5-s5, y6-s6, y7-s2->s1, y8-s2->s4, y9-s2, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s1, b6-s1->s3, b7-s3->s1, b8-s0, b9-s5->s3, 
263: g0-s0->s1, g1-s2, g2-s0, g3-s1->s2, g4-s0, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s4, y5-s5, y6-s6->s4, y7-s1, y8-s2->s4, y9-s2->s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s3->s5, b5-s1, b6-s1->s3, b7-s3->s1, b8-s0, b9-s5->s3, 
264: g0-s1, g1-s2, g2-s0, g3-s1->s2, g4-s0, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s4, y5-s5, y6-s6->s4, y7-s1, y8-s4, y9-s2->s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s1, b6-s1->s3, b7-s3->s1, b8-s0->s1, b9-s5->s3, 
265: g0-s1, g1-s2, g2-s0, g3-s1->s2, g4-s0, g5-s1, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s4, y5-s5, y6-s6->s4, y7-s1, y8-s4, y9-s2->s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s1->s0, b6-s1->s3, b7-s3->s1, b8-s0->s1, b9-s5->s3, 
266: g0-s1, g1-s2, g2-s0, g3-s2, g4-s0, g5-s1->s2, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s4, y5-s5->s1, y6-s6->s4, y7-s1, y8-s4, y9-s2->s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s1->s0, b6-s1->s3, b7-s3->s1, b8-s0->s1, b9-s5->s3, 
267: g0-s1, g1-s2, g2-s0->s1, g3-s2->s7, g4-s0, g5-s1->s2, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s4, y5-s5->s1, y6-s6->s4, y7-s1->s5, y8-s4->s6, y9-s2->s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s1->s0, b6-s3, b7-s1, b8-s1, b9-s5->s3, 
268: g0-s1, g1-s2, g2-s0->s1, g3-s2->s7, g4-s0, g5-s1->s2, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s4, y5-s1, y6-s6->s4, y7-s1->s5, y8-s4->s6, y9-s2->s1, b0-s5, b1-s0, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3, b7-s1->s0, b8-s1->s3, b9-s5->s3, 
269: g0-s1, g1-s2, g2-s0->s1, g3-s2->s7, g4-s0, g5-s1->s2, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s4, y5-s1, y6-s6->s4, y7-s5, y8-s4->s6, y9-s2->s1, b0-s5->s3, b1-s0, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3, b7-s1->s0, b8-s1->s3, b9-s3, 
270: g0-s1, g1-s2, g2-s1, g3-s2->s7, g4-s0, g5-s1->s2, g6-s2, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s4->s2, y5-s1, y6-s6->s4, y7-s5, y8-s4->s6, y9-s2->s1, b0-s5->s3, b1-s0->s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s1->s0, b8-s1->s3, b9-s3, 
271: g0-s1, g1-s2, g2-s1, g3-s2->s7, g4-s0, g5-s1->s2, g6-s2->s1, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s4->s2, y5-s1, y6-s6->s4, y7-s5, y8-s4->s6, y9-s1, b0-s5->s3, b1-s0->s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s1->s3, b9-s3, 
272: g0-s1, g1-s2, g2-s1, g3-s7, g4-s0, g5-s1->s2, g6-s2->s1, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s4->s2, y5-s1, y6-s6->s4, y7-s5, y8-s4->s6, y9-s1, b0-s5->s3, b1-s0->s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s1->s3, b9-s3->s1, 
273: g0-s1, g1-s2, g2-s1, g3-s7, g4-s0, g5-s1->s2, g6-s2->s1, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1, y2-s2, y3-s1, y4-s4->s2, y5-s1, y6-s4, y7-s5, y8-s4->s6, y9-s1, b0-s5->s3, b1-s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s1->s3, b9-s3->s1, 
274: g0-s1, g1-s2, g2-s1, g3-s7->s2, g4-s0, g5-s2, g6-s2->s1, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1->s2, y2-s2, y3-s1, y4-s2, y5-s1, y6-s4, y7-s5, y8-s4->s6, y9-s1, b0-s5->s3, b1-s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s3->s1, 
275: g0-s1, g1-s2, g2-s1, g3-s7->s2, g4-s0, g5-s2->s7, g6-s2->s1, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1->s2, y2-s2, y3-s1, y4-s2, y5-s1, y6-s4, y7-s5, y8-s4->s6, y9-s1->s5, b0-s5->s3, b1-s1, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s3->s1, 
276: g0-s1, g1-s2, g2-s1, g3-s7->s2, g4-s0, g5-s2->s7, g6-s2->s1, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1->s2, y2-s2, y3-s1, y4-s2, y5-s1, y6-s4, y7-s5, y8-s4->s6, y9-s1->s5, b0-s5->s3, b1-s1->s3, b2-s5, b3-s0, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s3->s1, 
277: g0-s1, g1-s2, g2-s1, g3-s7->s2, g4-s0, g5-s2->s7, g6-s2->s1, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1->s2, y2-s2, y3-s1, y4-s2, y5-s1, y6-s4, y7-s5, y8-s6, y9-s5, b0-s5->s3, b1-s1->s3, b2-s5, b3-s0->s1, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s3->s1, 
278: g0-s1, g1-s2, g2-s1, g3-s7->s2, g4-s0, g5-s2->s7, g6-s2->s1, g7-s1, g8-s2, g9-s1, y0-s2, y1-s1->s2, y2-s2, y3-s1, y4-s2, y5-s1, y6-s4->s2, y7-s5, y8-s6, y9-s5, b0-s3, b1-s1->s3, b2-s5->s3, b3-s0->s1, b4-s5, b5-s0, b6-s3->s5, b7-s0, b8-s3, b9-s1, 
279: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s2->s7, g6-s1, g7-s1, g8-s2, g9-s1, y0-s2->s1, y1-s1->s2, y2-s2, y3-s1, y4-s2, y5-s1, y6-s4->s2, y7-s5, y8-s6, y9-s5, b0-s3, b1-s1->s3, b2-s5->s3, b3-s0->s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s1, 
280: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s7, g6-s1, g7-s1, g8-s2, g9-s1, y0-s2->s1, y1-s1->s2, y2-s2, y3-s1, y4-s2, y5-s1, y6-s4->s2, y7-s5, y8-s6, y9-s5, b0-s3, b1-s1->s3, b2-s5->s3, b3-s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s1->s0, 
281: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s7, g6-s1, g7-s1, g8-s2, g9-s1, y0-s2->s1, y1-s1->s2, y2-s2, y3-s1, y4-s2, y5-s1, y6-s4->s2, y7-s5->s1, y8-s6, y9-s5, b0-s3->s1, b1-s1->s3, b2-s5->s3, b3-s1, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s1->s0, 
282: g0-s1, g1-s2, g2-s1, g3-s2, g4-s0, g5-s7->s2, g6-s1, g7-s1->s2, g8-s2, g9-s1, y0-s2->s1, y1-s2, y2-s2, y3-s1, y4-s2, y5-s1, y6-s2, y7-s5->s1, y8-s6, y9-s5, b0-s3->s1, b1-s3, b2-s5->s3, b3-s1->s3, b4-s5, b5-s0, b6-s5, b7-s0, b8-s3->s5, b9-s1->s0, 
